kernel,dtype,N,trial,misaligned,tail_multiple,GFLOPs,CPE
saxpy,f32,19771,19,0,0,12.911525,0.232351
saxpy,f32,27544,0,0,0,7.421067,0.404255
saxpy,f32,27544,1,0,0,10.532212,0.284840
saxpy,f32,27544,2,0,0,10.683343,0.280811
saxpy,f32,27544,3,0,0,8.067653,0.371855
saxpy,f32,27544,4,0,0,10.601116,0.282989
saxpy,f32,27544,5,0,0,10.546325,0.284459
saxpy,f32,27544,6,0,0,9.220753,0.325353
saxpy,f32,27544,7,0,0,9.784053,0.306621
saxpy,f32,27544,8,0,0,9.271962,0.323556
saxpy,f32,27544,9,0,0,9.515371,0.315279
saxpy,f32,27544,10,0,0,10.048149,0.298562
saxpy,f32,27544,11,0,0,9.363358,0.320398
saxpy,f32,27544,12,0,0,9.896533,0.303136
saxpy,f32,27544,13,0,0,9.573241,0.313374
saxpy,f32,27544,14,0,0,9.304847,0.322413
saxpy,f32,27544,15,0,0,8.904800,0.336897
saxpy,f32,27544,16,0,0,9.546699,0.314245
saxpy,f32,27544,17,0,0,9.556635,0.313918
saxpy,f32,27544,18,0,0,9.732203,0.308255
saxpy,f32,27544,19,0,0,9.721899,0.308582
saxpy,f32,38374,0,0,0,10.543132,0.284545
saxpy,f32,38374,1,0,0,10.538789,0.284663
saxpy,f32,38374,2,0,0,10.972695,0.273406
saxpy,f32,38374,3,0,0,11.522894,0.260351
saxpy,f32,38374,4,0,0,11.540220,0.259960
saxpy,f32,38374,5,0,0,10.935176,0.274344
saxpy,f32,38374,6,0,0,10.757393,0.278878
saxpy,f32,38374,7,0,0,11.339046,0.264573
saxpy,f32,38374,8,0,0,11.479809,0.261328
saxpy,f32,38374,9,0,0,10.484087,0.286148
saxpy,f32,38374,10,0,0,10.772491,0.278487
saxpy,f32,38374,11,0,0,10.740834,0.279308
saxpy,f32,38374,12,0,0,11.509072,0.260664
saxpy,f32,38374,13,0,0,11.403060,0.263087
saxpy,f32,38374,14,0,0,11.293996,0.265628
saxpy,f32,38374,15,0,0,11.599516,0.258631
saxpy,f32,38374,16,0,0,11.094825,0.270396
saxpy,f32,38374,17,0,0,11.759461,0.255114
saxpy,f32,38374,18,0,0,11.239420,0.266918
saxpy,f32,38374,19,0,0,10.988404,0.273015
saxpy,f32,53461,0,0,0,8.046354,0.372840
saxpy,f32,53461,1,0,0,8.560403,0.350451
saxpy,f32,53461,2,0,0,7.128533,0.420844
saxpy,f32,53461,3,0,0,7.425040,0.404038
saxpy,f32,53461,4,0,0,8.569322,0.350086
saxpy,f32,53461,5,0,0,8.535121,0.351489
saxpy,f32,53461,6,0,0,9.774040,0.306936
saxpy,f32,53461,7,0,0,10.544128,0.284519
saxpy,f32,53461,8,0,0,10.453417,0.286988
saxpy,f32,53461,9,0,0,10.534778,0.284771
saxpy,f32,53461,10,0,0,10.570186,0.283817
saxpy,f32,53461,11,0,0,10.516129,0.285276
saxpy,f32,53461,12,0,0,10.528555,0.284939
saxpy,f32,53461,13,0,0,10.594273,0.283172
saxpy,f32,53461,14,0,0,10.333204,0.290326
saxpy,f32,53461,15,0,0,10.529591,0.284911
saxpy,f32,53461,16,0,0,10.614255,0.282639
saxpy,f32,53461,17,0,0,10.534778,0.284771
saxpy,f32,53461,18,0,0,10.411685,0.288138
saxpy,f32,53461,19,0,0,10.464670,0.286679
saxpy,f32,74480,0,0,0,11.223235,0.267303
saxpy,f32,74480,1,0,0,11.473044,0.261482
saxpy,f32,74480,2,0,0,11.593587,0.258764
saxpy,f32,74480,3,0,0,11.557607,0.259569
saxpy,f32,74480,4,0,0,11.562990,0.259448
saxpy,f32,74480,5,0,0,11.546857,0.259811
saxpy,f32,74480,6,0,0,11.561195,0.259489
saxpy,f32,74480,7,0,0,11.467744,0.261603
saxpy,f32,74480,8,0,0,11.627976,0.257998
saxpy,f32,74480,9,0,0,11.575569,0.259167
saxpy,f32,74480,10,0,0,11.632516,0.257898
saxpy,f32,74480,11,0,0,11.637969,0.257777
saxpy,f32,74480,12,0,0,11.548647,0.259771
saxpy,f32,74480,13,0,0,11.559401,0.259529
saxpy,f32,74480,14,0,0,11.387967,0.263436
saxpy,f32,74480,15,0,0,11.544172,0.259871
saxpy,f32,74480,16,0,0,11.535233,0.260073
saxpy,f32,74480,17,0,0,11.547752,0.259791
saxpy,f32,74480,18,0,0,11.571073,0.259267
saxpy,f32,74480,19,0,0,11.580969,0.259046
saxpy,f32,103763,0,0,0,8.020560,0.374039
saxpy,f32,103763,1,0,0,8.350044,0.359280
saxpy,f32,103763,2,0,0,9.054625,0.331322
saxpy,f32,103763,3,0,0,12.070726,0.248535
saxpy,f32,103763,4,0,0,13.507680,0.222096
saxpy,f32,103763,5,0,0,13.551783,0.221373
saxpy,f32,103763,6,0,0,13.548244,0.221431
saxpy,f32,103763,7,0,0,13.527050,0.221778
saxpy,f32,103763,8,0,0,13.585494,0.220824
